훈련기관명,주소요약,훈련과정명
(주)나눔디지털디자인학원, 구로구,[과정평가형]전산응용건축제도기능사 취득과정(건축설계/포토샵/CAD 2D&3D)
(주)나눔디지털디자인학원, 구로구,"[과정평가형] 실내건축산업기사 자격과정[인테리어디자인, 캐드(CAD), 2D&3D]A"
(주)나눔디지털디자인학원, 구로구,"[과정평가형] 실내건축기사 자격과정[인테리어디자인, 캐드(CAD), 2D&3D]B"
(주)나레스트 청량리 미용학원, 동대문구,"미용사(헤어)자격증(실기,필기)과 콜드펌"
(주)나레스트 청량리 미용학원, 동대문구,네일 실무 및 드릴 속성반
(주)나레스트 청량리 미용학원, 동대문구,속눈썹 연장과 펌 속성반
(주)나레스트 청량리 미용학원, 동대문구,미용사(네일)자격증(실기)및 컬러링
(주)나레스트 청량리 미용학원, 동대문구,네일 실무 및 드릴 스킬업
(주)나레스트 청량리 미용학원, 동대문구,토탈 스킨케어 스킬업
(주)나레스트 청량리 미용학원, 동대문구,미용사(메이크업)자격증(실기)속성반
(주)나레스트 청량리 미용학원, 동대문구,속눈썹 연장과 펌 스킬업
(주)나레스트 청량리 미용학원, 동대문구,(과정평가)미용사(헤어)국가자격증
(주)나레스트 청량리 미용학원, 동대문구,"(원패스 정규반)피부 국가자격증(필기,실기)"
(주)나레스트 청량리 미용학원, 동대문구,미용사(헤어)자격증(실기)과 콜드펌
(주)나레스트 청량리 미용학원, 동대문구,"(원패스 정규반)네일 국가자격증(필기,실기)"
(주)나레스트 청량리 미용학원, 동대문구,"(원패스 정규반)메이크업 국가자격증(필기,실기)"
(주)나레스트 청량리 미용학원, 동대문구,미용사(피부)자격증(실기)속성반
(주)나레스트 청량리 미용학원, 동대문구,"미용사(네일)자격증(실기,필기)및 컬러링"
(주)나레스트 청량리 미용학원, 동대문구,"미용사(메이크업)자격증(필기,실기)속성반"
(주)나레스트 청량리 미용학원, 동대문구,이용사 국가자격증(속성반)
(주)누리마루학원, 서초구,(게임콘텐츠제작) 게임그래픽 콘텐츠제작 양성 과정(2D원화&3D모델링)
(주)누리마루학원, 서초구,"(게임콘텐츠제작) 게임 기획 및 그래픽 디자인 전문가 양성과정(2D원화, UI, 3D)"
(주)누리마루학원, 서초구,"(게임콘텐츠제작) 맥스(3DMAX)를 활용한 게임콘텐츠 양성과정(언리얼,유니티,서브스텐스)"
(주)누리마루학원, 서초구,"(게임콘텐츠제작) 게임콘텐츠제작 실무자 양성과정(2D원화, 3D모델링)"
(주)누리마루학원, 서초구,"(게임콘텐츠제작) 웹툰 및 게임 그래픽 제작자 양성과정(2D원화,UI,웹툰)"
(주)누리마루학원, 서초구,"(게임콘텐츠제작) 게임그래픽 디자이너 양성과정 (원화,모델링,2D,3D)"
(주)누리마루학원, 서초구,(게임콘텐츠제작) 게임 프로그래머 양성과정(게임프로그래밍)
(주)대신기술능력개발원, 강동구,전기기능사 실기과정 
(주)대신기술능력개발원, 강동구,"GTQ자격증 취득과정(포토샵1급,일러스트1급)"
(주)대신기술능력개발원, 강동구,[스마트팜구축]스마트팜 개발자 양성과정B
(주)대신기술능력개발원, 강동구,ITQ자격증 취득(한글+엑셀)
(주)대신기술능력개발원, 강동구,전기기능사 필기 및 실기과정
(주)대신기술능력개발원, 강동구,타일기능사 자격증 취득과정
한성미용직업전문학원, 중랑구,미용사(네일)국가기술자격취득을통한네일관리사취업_(구직자 참여가능)
한성미용직업전문학원, 중랑구,2024_헤어미용실무자양성_연구반(여성커트.남성커트.컬러)_구직자참여가능
한성아이디디자인스쿨학원, 강남구,실내건축(산업)기사 실기 야간
한성아이디디자인스쿨학원, 강남구,실내공간디자인
한솔요리아카데미 강동, 강동구,기초생활요리반
한솔요리아카데미 강동, 강동구,한식조리기능사 실기
한솔요리아카데미 강동, 강동구,한식조리기능사 필기실기
한솔요리아카데미 강동, 강동구,제과기능사 실기취득반
한솔요리아카데미 강동, 강동구,떡제조기능사 실기
한솔요리아카데미 강동, 강동구,커피바리스타2급+1급(필기+실기)
한솔요리아카데미 강동, 강동구,쉽게 배우는 한식자격증실기
한솔요리아카데미 강동, 강동구,카페브런치 실무과정(조식&샌드위치 등)
한솔요리아카데미 강동, 강동구,우리집 한식집밥요리
한솔요리아카데미 강동, 강동구,국내바리스타 2급 + 로스팅
한솔요리아카데미 강동, 강동구,NEW 제과제빵실기와 케익데코레이션
한솔요리아카데미 강동, 강동구,집밥 베스트 메뉴
한솔요리아카데미 강동, 강동구,바리스타 라떼아트&카페음료[ICA 국제자격증 취득]
한솔요리아카데미 강동, 강동구,제빵기능사 실기취득반
한솔요리아카데미 강동, 강동구,떡제조기능사 (필기+실기)
한솔요리아카데미 강동, 강동구,NEW 제빵기능사 실기취득반
한솔요리아카데미 강동, 강동구,구움과자와 쁘띠케이크
한솔요리아카데미 강동, 강동구,"모두의 홈브런치 (한식,양식)"
한솔요리아카데미 강동, 강동구,양식브런치 초급반
한솔요리아카데미 강동, 강동구,일식조리기능사 실기취득반
한솔요리아카데미 강동, 강동구,커피바리스타 2급 속성
한솔요리아카데미 강동, 강동구,양식조리기능사 실기취득반
한솔요리아카데미 강동, 강동구,비건 베이킹 실무과정
한솔요리아카데미 강동, 강동구,"한밤의 선술집 메뉴(일식, 한식)"
한솔요리아카데미 강동, 강동구,중식 4대요리실무
한솔요리아카데미 강동, 강동구,NEW 제과디저트
한솔요리아카데미 강동, 강동구,양식 스페인 브런치 투어
한솔요리아카데미 강동, 강동구,카페메뉴+라떼아트+핸드드립 속성
한솔요리아카데미 강동, 강동구,한식 자연주의 브런치
한솔요리아카데미 강동, 강동구,바리스타 카페음료실무
한솔요리아카데미 강동, 강동구,일본가정식요리
한솔요리아카데미 강동, 강동구,커피바리스타2급베이직(필기+실기)
한솔요리아카데미 강동, 강동구,중식조리기능사 실기
한솔요리아카데미 강동, 강동구,쉽게 배우는 양식자격증실기
한솔요리아카데미 강동, 강동구,"NEW 바리스타취업실무(카페메뉴와 핸드드립, 라떼아트 실습)"
한솔요리아카데미 강동, 강동구,"한식 매일밥상(국,찌개,밑반찬)"
한솔요리제과제빵바리스타아카데미, 서초구,"유러피안 건강빵[치아바타,식빵,깜빠뉴]"
한솔요리제과제빵바리스타아카데미, 서초구,"쌀베이킹(구움과자,타르트,건강빵)"
한솔요리제과제빵바리스타아카데미, 서초구,(2024)제과자격증실기반
한솔요리제과제빵바리스타아카데미, 서초구,제과케이크디저트반
한솔요리제과제빵바리스타아카데미, 서초구,케익데코레이션반
한솔요리제과제빵바리스타아카데미, 서초구,"제과디저트(다양한 마카롱,타르트,슈)"
한솔요리제과제빵바리스타아카데미, 서초구,애견수제간식(펫푸드)
한솔요리제과제빵바리스타아카데미, 서초구,(2024)제빵자격증실기반
한솔요리제과제빵바리스타아카데미, 서초구,"제과디저트[구움과자,쿠키,쁘띠디저트]"
한솔요리커피바리스타제과제빵아카데미, 종로구,중식일품요리
한솔요리커피바리스타제과제빵아카데미, 종로구,바리스타2급자격증 실기대비
한솔요리커피바리스타제과제빵아카데미, 종로구,ICA 국제바리스타 자격증 취득과정(카페음료제조포함)
한솔요리커피바리스타제과제빵아카데미, 종로구,제과기능사 자격증 실기과정
한솔요리커피바리스타제과제빵아카데미, 종로구,양식조리기능사 실기과정
한솔요리커피바리스타제과제빵아카데미, 종로구,"한식 국, 탕, 찌게, 반찬 실무"
한솔요리커피바리스타제과제빵아카데미, 종로구,한식조리 자격증 취득과정(필기+실기)
한솔요리커피바리스타제과제빵아카데미, 종로구,"제과제빵자격증 취득과정(필기,실기)"
한솔요리커피바리스타제과제빵아카데미, 종로구,제빵기능사 자격증 실기과정
한솔요리커피바리스타제과제빵아카데미, 종로구,한식조리기능사 실기과정
한솔요리커피바리스타제과제빵아카데미, 종로구,카페 베이커리 실무(제빵)
한솔요리커피바리스타제과제빵아카데미, 종로구,이태리 브런치 요리반
한솔요리커피바리스타제과제빵아카데미, 종로구,케이크 데코레이션 자격증 실기 과정
한솔요리커피바리스타제과제빵학원, 관악구,커피바리스타 2급취득과정(이론+실기)
한솔요리커피바리스타제과제빵학원, 관악구,제과자격증 실기 취득과정(실기)
한솔요리커피바리스타제과제빵학원, 관악구,양식조리기능사취득과정(실기)
한솔요리커피바리스타제과제빵학원, 관악구,제과제빵기능사 취득과정(필기+실기)
한솔요리커피바리스타제과제빵학원, 관악구,카페구움과자디저트(구움과자마스터)
한솔요리커피바리스타제과제빵학원, 관악구,한식조리기능사취득과정(실기)
한솔요리커피바리스타제과제빵학원, 관악구,바리스타기초 및 라때아트(카페음료메뉴)
한솔요리커피바리스타제과제빵학원, 관악구,SCA 바리스타스킬 자격증취득반(Lv.1+2)
한솔요리커피바리스타제과제빵학원, 관악구,홈베이킹 디저트 실무과정 
한솔요리커피바리스타제과제빵학원, 관악구,커피바리스타자격증 기초과정[국내 바리스타2급+국제 ICA Lv.1]
한솔요리커피바리스타제과제빵학원, 관악구,"커피바리스타1,2급취득과정 및 라떼아트 프로페셔널"
한솔요리커피바리스타제과제빵학원, 관악구,"제과디저트(타르트,마카롱마스터2급)"
한솔요리커피바리스타제과제빵학원, 관악구,"케이크 데코레이션과정(아이싱, 쁘띠케이크)"
한솔요리커피바리스타제과제빵학원, 관악구,한식조리기능사취득과정(필기+실기2회반복)
한솔요리커피바리스타제과제빵학원, 관악구,제빵자격증 실기 취득과정(실기)
한솔요리커피바리스타제과제빵학원, 관악구,기초요리초급과정
한솔요리커피바리스타제과제빵학원, 관악구,양식이태리브런치(샐러드/샌드위치/파스타)
한솔요리커피제과제빵아카데미, 노원구,유럽 디저트 및 베이커리 실무과정
한솔요리커피제과제빵아카데미, 강서구,SCA국제바리스타 자격증취득과정(스킬 lv1+2)
한솔요리커피제과제빵아카데미, 노원구,양식 카페브런치 요리과정
한솔요리커피제과제빵아카데미, 강서구,제빵자격증 취득과정(필기+실기)
한솔요리커피제과제빵아카데미, 노원구,제빵기능사자격실기과정
한솔요리커피제과제빵아카데미, 노원구,"제과 디저트 (마카롱,에클레어,슈,타르트,파운드)"
한솔요리커피제과제빵아카데미, 강서구,제과제빵기능사자격증취득과정(이론+실기)
한솔요리커피제과제빵아카데미, 노원구,바리스타2급 자격취득(필기/실기)
한솔요리커피제과제빵아카데미, 노원구,한식조리기능사(필기+실기)
한솔요리커피제과제빵아카데미, 강서구,양식조리자격증실기반
한솔요리커피제과제빵아카데미, 강서구,"커피바리스타1급취득과정(이론+실기,라떼포함)"
한솔요리커피제과제빵아카데미, 강서구,한식조리기능사(필기+실기)자격증취득과정
한솔요리커피제과제빵아카데미, 노원구,카페창업반 라떼아트&카페음료(ICA 국제자격증 취득)
한솔요리커피제과제빵아카데미, 강서구,"제과디저트실무과정(구움과자,쁘띠디저트) 및 제과디저트전문가 2급취득가능"
한솔요리커피제과제빵아카데미, 강서구,"집밥요리반(국,탕,찌개,반찬)"
한솔요리커피제과제빵아카데미, 노원구,한식조리기능사(실기)
한솔요리커피제과제빵아카데미, 노원구,제과기능사자격(이론+실기)
한솔요리커피제과제빵아카데미, 강서구,"쿠키,마카롱,타르트 제과실무"
한솔요리커피제과제빵아카데미, 강서구,디저트 및 빵 홈베이킹(디저트+실무빵) 및 제과제빵파티쉐전문가2급자격증취득과정 
한솔요리커피제과제빵아카데미, 노원구,양식자격증 실기과정
한솔요리커피제과제빵아카데미, 노원구,바리스타1급자격(이론/실기)
이젠컴퓨터아카데미, 구로구,포토샵(GTQ) 자격증 취득
이젠컴퓨터아카데미, 관악구,애프터이펙트로 배우는 영상편집&유튜브의 첫걸음
이젠컴퓨터아카데미, 관악구,"[핵심쏙쏙] 포토샵(GTQ자격증 1급,2급)"
이젠컴퓨터아카데미, 구로구,전산회계1급 자격증 취득
이젠컴퓨터아카데미, 구로구,프리미어로 배우는 영상편집&유튜브의 첫걸음
이젠컴퓨터아카데미, 관악구,기초부터 배우는 전산세무회계취득(회계1급+세무2급+FAT1급+TAT2급) 
이젠컴퓨터아카데미, 관악구,"[웹퍼블리셔] UI/UX반응형웹디자인(웹표준,html5,css3,Javascript) 기초부터 실무과정"
이젠컴퓨터아카데미, 구로구,"(게임콘텐츠제작) 유니티(Unity)기반 메타버스(제페토) 게임디자이너(3D MAX,블렌더(Blender)) E"
이젠컴퓨터아카데미, 구로구,(게임콘텐츠제작) 게임그래픽 디자인 전문가 C
이젠컴퓨터아카데미인재개발원, 강서구,(과정평가형) 웹디자인기능사를 위한 웹퍼블리셔 양성
이젠컴퓨터아카데미인재개발원, 강서구,JAVA와 Python을 활용한 RPA & LowCode 웹기반 빅데이터분석 전문가 양성
이젠컴퓨터아카데미화곡, 강서구,"컴퓨터활용능력 1급 (필기,실기) "
이젠컴퓨터아카데미화곡, 강서구,영상편집(프리미어)
이젠컴퓨터아카데미화곡, 강서구,(게임콘텐츠제작) 유니티(Unity) 3D블렌더를 활용한 게임 디자인 양성 C
이젠컴퓨터아카데미화곡, 강서구,"영상편집 유튜브 동영상콘텐츠 제작(프리미어, 애프터이펙트)"
이젠컴퓨터아카데미화곡, 강서구,ITS(지능형교통체계)를 반영한 빅데이터 활용 풀스택 전문가 양성
이젠컴퓨터아카데미화곡, 강서구,"웹표준 디자인 (JavaScript, jQurey)"
이젠컴퓨터아카데미화곡, 강서구,전산세무2급(TAT2)+회계1급(FAT1) 자격증 취득
이젠컴퓨터아카데미화곡, 강서구,컴퓨터활용능력 1급(실기) 자격증 취득
이젠컴퓨터아카데미화곡, 강서구,컴퓨터활용능력 2급(실기)
이젠컴퓨터아카데미화곡, 강서구,파이썬(Python) 프로그램 기초
이젠컴퓨터아카데미화곡, 강서구,(디지털디자인) 웹디자인 & 웹퍼블리셔(React) B
이젠컴퓨터아카데미화곡, 강서구,프로그램 개발자를 위한 자바(JAVA) 과정
이젠컴퓨터아카데미화곡, 강서구,"컴퓨터활용능력 2급 (필기,실기) "
이젠컴퓨터아카데미화곡, 강서구,시각디자인(포토샵)
이젠컴퓨터아카데미화곡, 강서구,컴퓨터활용능력 1급(실기)
이젠컴퓨터아카데미화곡, 강서구,시각디자인(일러스트)
이젠컴퓨터아카데미화곡, 강서구,3D모델링(스케치업)
이젠컴퓨터아카데미화곡, 강서구,AutoCAD(캐드) 활용
이젠컴퓨터아카데미화곡, 강서구,영상편집(애프터이펙트)
이젠컴퓨터아카데미화곡, 강서구,전산세무 1급 자격증 취득
이젠컴퓨터아카데미화곡, 강서구,전산회계 1급 자격증 취득
이젠컴퓨터아카데미화곡, 강서구,전산세무 2급 자격증 취득
이젠컴퓨터아카데미화곡, 강서구,전산회계 1급 자격증 취득 과정
이화요양보호사교육원, 성북구,요양보호사자격취득과정
이화요양보호사교육원, 성북구,요양보호사자격취득과정
일식조리기술학원, 중구,일식사시미스시속성과정
일식조리기술학원, 중구,일식사시미스시전문가과정
자양요양보호사교육원, 광진구,요양보호사 자격 취득과정
장안요양보호사교육원, 동대문구,요양보호사 자격 취득 과정
재단법인 서울현대교육재단 부설 요양보호사교육원, 영등포구,요양보호사 자격 취득과정(신규자)
제너럴커피학원, 강북구,바리스타양성(바리스타2급자격취득)
제너럴커피학원, 강북구,바리스타2급자격취득
제일요리아카데미학원, 동대문구,일식기능사실기
제일요리아카데미학원, 동대문구,중식기능사실기
제일요리아카데미학원, 동대문구,제빵기능사실기반
제일요리아카데미학원, 동대문구,한식조리기능사(이론+실기)
제일요리아카데미학원, 동대문구,제빵 & 제과기능사실기반
제일요리아카데미학원, 동대문구,커피바리스타2급(이론+실기) 취득과정
제일요리아카데미학원, 동대문구,양식기능사실기
제일요리아카데미학원, 동대문구,한식기능사실기
제일요리아카데미학원, 동대문구,천연발효 건강빵 과정
제일요리아카데미학원, 동대문구,케이크 & 카페디저트실무
조셉플라워스쿨학원, 강남구,플로리스트입문반
종로아바CS평생교육원, 종로구,"CS(서비스) 컨설턴트 강사 양성과정 (NCS기반, 인사)"
종로아바CS평생교육원, 종로구,항공사 지상직 취업 (대한항공토파스 CRS/DCS) 자격증 취득과정
종로아바CS평생교육원, 종로구,"CS(서비스) 컨설턴트 교육 강사 양성과정 (NCS기반, 인사)"
종로아바CS평생교육원, 종로구,"항공사&여행사 (대한항공 토파스항공권예약,발권) 자격증 취득 과정(NCS기반)"
종로아바CS평생교육원, 종로구,"CS리더스(관리사)&SMAT(서비스경영)자격증 동시취득과정(NCS기반, 인사)"
종로여성인력개발센터, 종로구,포토샵&일러스트 기초
종로여성인력개발센터, 종로구,온라인쇼핑몰 운영실무-오픈마켓&스마트스토어 활용
종로여성인력개발센터, 종로구,ITQ 엑셀 - 기초부터 활용까지
종로여성인력개발센터, 종로구,"디지털 홍보 콘텐츠 제작(망고보드,미리캔버스)"
종로여성인력개발센터, 종로구,정리수납전문가 2급
종로여성인력개발센터, 종로구,컴퓨터활용능력2급 자격증대비(실기)
종로여성인력개발센터, 종로구,정리수납전문가2급&실무향상
종로여성인력개발센터, 종로구,컴퓨터활용능력2급 자격증대비(필기+실기)
종로여성인력개발센터, 종로구,글로벌 비즈니스 무역실무
종로여성인력개발센터, 종로구,디지털 마케터 양성(SNS를 활용한 콘텐츠 마케팅)
종로여성인력개발센터, 종로구,캘리그라피 디자인 기초
종로여성인력개발센터, 종로구,컴퓨터기초활용 (윈도우10+인터넷+한글)
종로여성인력개발센터, 종로구,직업상담사 1급 자격증 1차 시험대비 (단기속성)
종로여성인력개발센터, 종로구,알기쉬운 현장 마케팅 실무(커스터마이징 마케팅 기획)
종로여성인력개발센터, 종로구,직업상담실무-집단상담프로그램 기획운영실무
종로여성인력개발센터, 종로구,직업상담사 2급 자격 취득과정 (1차+2차 통합)
종로여성인력개발센터, 종로구,회계기초&경리회계실무(전산회계2급)
종로여성인력개발센터, 종로구,부동산 권리분석 및 명도실무
종로여성인력개발센터, 종로구,직업상담실무-전직지원상담실무
종로여성인력개발센터, 종로구,스마트폰 활용 SNS홍보마케팅(유튜브)
종로여성인력개발센터, 종로구,국제무역사1급 자격증 대비반
종로여성인력개발센터, 종로구,스마트폰 활용 SNS홍보마케팅(블로그/인스타/카카오채널)
종로여성인력개발센터, 종로구,"ITQ컴퓨터 자격증대비(한글,엑셀,파워포인트)"
종로여성인력개발센터, 종로구,마케팅 광고 홍보&기획 실무
종로여성인력개발센터, 종로구,"회계실무향상(연말정산,원천징수,4대보험)"
종로여성인력개발센터, 종로구,사회복지사1급 자격증 대비반(전과목 대비)
종로여성인력개발센터, 종로구,직업상담사 2급 자격증 2차(실기) 대비
종로여성인력개발센터, 종로구,스마트폰 활용 유튜브크리에이터
종로전기학원, 동대문구,전기기능사실기 대비 과정 J
종로전기학원, 동대문구,전기기능사 취득 (실기) D
종로전기학원, 동대문구,전기기능사 취득 (실기) H
종로전기학원, 동대문구,"전기기능사 취득 (필기, 실기) 210"
종로전기학원, 동대문구,승강기기능사 취득 (실기) A
종로창신요양보호사교육원, 종로구,요양보호사 국가자격증 취득과정(신규자)
종로창신요양보호사교육원, 종로구,요양보호사 국가자격증 취득과정(신규자)
종로호텔제과직업전문학교, 종로구,초콜릿과 디저트과정
종로호텔제과직업전문학교, 종로구,제과제빵자격증속성반
종로호텔제과직업전문학교, 종로구,"카페디저트(스콘,쿠키 등)"
종로호텔제과직업전문학교, 종로구,제빵기능사실기반
종로호텔제과직업전문학교, 종로구,케이크와 디저트과정
종로호텔제과직업전문학교, 종로구,천연발효 유럽빵 과정
이젠아카데미 DX교육센터, 종로구,[주말] 고수익을 위한 네이버 쇼핑몰 스마트스토어(스토어팜)
이젠아카데미 DX교육센터, 종로구,"실내건축 인테리어 디자인설계(캐드,스케치업,맥스)"
이젠아카데미 DX교육센터, 종로구,"UIUX반응형 웹&앱디자인(html,css,javascript,vue.js) B"
이젠아카데미 DX교육센터, 종로구,"영상 미디어 콘텐츠제작&기획(프리미어,에펙,영상편집,블렌더3D) B"
이젠아카데미 DX교육센터, 종로구,클라우드기반 자바 백엔드개발(웹프로그래머) B
이젠아카데미 DX교육센터, 종로구,UIUX 웹앱디자인(피그마[Figma]) & 프론트엔드(react.js) B
이젠아카데미 DX교육센터, 종로구,자바(JAVA) 풀스택(프론트엔드&백엔드) 개발자 C
이젠아카데미 DX교육센터, 종로구,자바(JAVA) 풀스택(프론트엔드&백엔드) 개발자 A
이젠아카데미 DX교육센터, 종로구,[주말] 엑셀 VBA(매크로) 문서자동화실무 
이젠아카데미 DX교육센터, 종로구,"멀티미디어콘텐츠제작(프리미어,에펙,영상편집) B"
이젠아카데미 DX교육센터, 종로구,AWS환경 데이터 분석 플랫폼 풀스택개발
이젠아카데미 DX교육센터, 종로구,빅데이터를 활용한 디지털마케팅 전문가 양성 A
이젠아카데미 DX교육센터, 종로구,"멀티미디어콘텐츠제작(프리미어,에펙,영상편집) A"
이젠아카데미 DX교육센터, 종로구,UIUX 웹앱디자인(피그마[Figma]) & 프론트엔드(react.js) F
이젠아카데미 DX교육센터, 종로구,"실내건축 도면 제작 및 시각화_입문과정(오토캐드,스케치업)"
이젠아카데미 DX교육센터, 종로구,"[주말] 재경관리사(원가관리회계,재무회계,세무회계) 자격증"
이젠아카데미DX교육센터, 서초구,"이모티콘 굿즈 캐릭터 디자인(타블렛 드로잉, 일러스트, 라인, 카카오)"
이젠아카데미DX교육센터, 서초구,"지능형 웹서비스 풀스택(프론트엔드,백엔드) 개발_B"
이젠아카데미DX교육센터, 서초구,UIUX 웹앱디자인(피그마[Figma]) & 프론트엔드(react.js)_D
이젠아카데미DX교육센터, 서초구,Full stack(풀스택)개발자 with react&node.js_B
이젠아카데미DX교육센터, 서초구,Power BI 빅데이터 시각화(엑셀데이터 활용)
이젠아카데미DX교육센터, 서초구,"카티아(CATIA) 기계캐드설계(3D 모델링 파트,서피스,어셈블리)_주말"
이젠아카데미DX교육센터, 서초구,UIUX 웹앱디자인(피그마[Figma]) & 프론트엔드(react.js)_A
이젠아카데미DX교육센터, 서초구,클라우드(AWS)기반 백엔드개발(웹프로그래머)_A
이젠아카데미DX교육센터, 서초구,피그마(Figma) UIUX 모바일 앱 디자인
이젠아카데미DX교육센터, 서초구,(산대특)_빅데이터 기반 큐레이션 웹서비스 개발_육성
이젠아카데미DX교육센터, 서초구,"지능형 웹서비스 풀스택(프론트엔드,백엔드) 개발_A"
이젠아카데미DX교육센터, 서초구,클라우드(AWS)기반 백엔드개발(웹프로그래머)_B
이젠아카데미DX교육센터, 서초구,UIUX 웹앱디자인(피그마[Figma]) & 프론트엔드(react.js)_C
이젠아카데미DX교육센터, 서초구,"이모티콘 캐릭터 디자인(타블렛 드로잉, 일러스트, 라인, 카카오)_주말"
이젠아카데미DX교육센터, 서초구,"BIM 건축설계(레빗,캐드,맥스,스케치업,실내인테리어)_A"
이젠아카데미DX교육센터, 서초구,포토샵 디자인(GTQ 자격증)_주말
이젠아카데미DX교육센터, 서초구,"파이썬 빅데이터 분석(수집,전처리,시각화,웹크롤링,판다스)"
이젠아카데미DX교육센터, 서초구,빅데이터 분석 준전문가(ADSP)자격증 시험준비
이젠아카데미DX교육센터, 서초구,"BIM 건축설계(레빗,캐드,맥스,스케치업,실내인테리어)_C"
이젠아카데미DX교육센터, 서초구,"포토샵 그래픽 디자인(사진 합성, 보정, 필터 효과)"
이젠아카데미DX교육센터, 서초구,피그마(Figma) UIUX 웹 디자인
이젠아카데미DX교육센터, 서초구,카티아(CATIA)캐드 응용 자동차 기계설계
이젠아카데미DX교육센터, 서초구,"웹서비스 풀스택 개발자(자바, 파이썬, AI 챗봇)"
이젠아카데미DX교육센터, 서초구,"SQL 개발자 자격증(SQLD, 데이터자격시험)"
이젠아카데미DX교육센터, 서초구,"카티아(CATIA) 기계캐드설계(3D 모델링 파트,서피스,어셈블리)"
이젠아카데미DX교육센터, 서초구,"재경관리사 자격증 시험(원가관리,재무,세무회계)"
이젠아카데미컴퓨터학원, 송파구,"전산응용건축제도기능사 취득과정(캐드(CAD), 맥스(3ds MAX))[과정평가형]"
이젠아카데미컴퓨터학원, 송파구,"디지털영상편집디자인(프리미어, 에프터이펙트) B"
이젠아카데미컴퓨터학원, 송파구,"전산세무회계(전산회계1급, 전산세무2급)자격증 취득"
이젠아카데미컴퓨터학원, 송파구,"GTQ그래픽전문가(포토샵, 일러스트)자격취득 과정"
이젠아카데미컴퓨터학원, 송파구,영상편집(프리미어+에펙)과 영상유튜브 제작
이젠아카데미컴퓨터학원, 송파구,"GTQ그래픽전문가(포토샵, 일러스트)자격취득 과정 B"
이젠아카데미컴퓨터학원, 송파구,"OA실무(컴퓨터활용능력2급(실기)+ITQ 엑셀,파워포인트,한글 자격증)"
이젠아카데미컴퓨터학원, 송파구,컴퓨터활용능력 1급 자격증 취득(실기)
이젠아카데미컴퓨터학원, 송파구,"영상편집과 유튜브 크리에이팅(프리미어, 에프터이펙트)"
이젠아카데미컴퓨터학원, 송파구,"실내건축인테리어(캐드,MAX)[실내건축기능사] B"
이젠아카데미컴퓨터학원, 송파구,[오토캐드]2D AutoCAD 도면설계
이젠아카데미컴퓨터학원, 송파구,"GTQ그래픽전문가(포토샵, 일러스트)자격취득 과정 A"
이젠아카데미컴퓨터학원, 송파구,"포토샵, 일러스트(GTQ자격증)"
이젠아카데미컴퓨터학원, 송파구,"디지털영상편집디자인(프리미어, 에프터이펙트) A"
이젠아카데미컴퓨터학원, 송파구,"실내건축인테리어(캐드,MAX)[실내건축기능사] A"
이젠아카데미컴퓨터학원, 송파구,"OA실무(파워포인트,엑셀)"
이젠컴퓨터아카데미, 관악구,온라인 쇼핑몰 스마트스토어(운영 및 상세페이지제작)
이젠컴퓨터아카데미, 구로구,영상편집&유튜브 제작(프리미어)
이젠컴퓨터아카데미, 관악구,[핵심쏙쏙]컴퓨터활용능력 2급 실기(엑셀)
이젠컴퓨터아카데미, 관악구,파이썬을 활용한 빅데이터 분석 실무
이젠컴퓨터아카데미, 구로구,(스마트웹&콘텐츠개발) UI/UX웹디자인 웹퍼블리셔 프론트엔드 전문가 양성 I
이젠컴퓨터아카데미, 관악구,"(게임콘텐츠제작) 유니티(Unity)기반 메타버스(제페토) 게임디자이너(3D MAX,블렌더(Blender)) B"
이젠컴퓨터아카데미, 관악구,[핵심쏙쏙]전산세무2급+더존 TAT2급 자격증 취득
이젠컴퓨터아카데미, 관악구,"[최신기출문제적용]컴퓨터활용능력 1급 실기(엑셀,엑세스) "
이젠컴퓨터아카데미, 관악구,[핵심쏙쏙]전산회계1급+더존 FAT1급 자격증 취득
이젠컴퓨터아카데미, 구로구,"[영상편집]모션그래픽제작(포토샵,일러스트,프리미어,에펙)&포트폴리오"
이젠컴퓨터아카데미, 관악구,(스마트웹&콘텐츠개발) Java기반 웹 개발자 양성과정 C
이젠컴퓨터아카데미, 관악구,"(BIM) 건축설계&실내인테리어(CAD,MAX,레빗,스케치업) 양성 C"
이젠컴퓨터아카데미, 관악구,스케치업(SketchUp) 실무 기초부터 실무활용
이젠컴퓨터아카데미, 관악구,[핵심쏙쏙]전산세무 1급 자격증 취득
이젠컴퓨터아카데미, 관악구,(게임콘텐츠제작) 게임그래픽 디자인 전문가 A
이젠컴퓨터아카데미, 관악구,[최신기출문제적용] 컴퓨터활용능력2급 자격증(필기+실기) 
이젠컴퓨터아카데미, 관악구,오토캐드(CAD) 설계 실무 기초부터 실무활용
이젠컴퓨터아카데미, 관악구,"[영상편집]모션그래픽(포토샵,일러스트,프리미어,에펙)&포트폴리오"
이젠컴퓨터아카데미, 관악구,[최신기출문제적용] 컴퓨터활용능력1급 자격증(필기+실기) 
이젠컴퓨터아카데미, 관악구,"(BIM) 건축설계&실내인테리어(CAD,MAX,레빗,스케치업) 양성 D"
이젠컴퓨터아카데미, 관악구,"(게임콘텐츠제작) 유니티(Unity)기반 메타버스(제페토) 게임디자이너(3D MAX,블렌더(Blender)) A"
