훈련기관명,주소요약,훈련과정명
중앙정보기술인재개발원,서울 강남구,데이터융합 JAVA 응용 SW개발자 기업 채용연계 연수과정
중앙정보기술인재개발원,서울 강남구,클라우드 데브옵스 프론트엔드&백엔드 자바(JAVA) 풀스택 개발자 취업캠프
청시지아카데미학원,서울 강남구,3D캐릭터애니메이션 마야 양성과정
청시지아카데미학원,서울 강남구,3D마야 VFX 이펙트 전문과정
케어링강남요양보호사교육원,서울 강남구,요양보호사자격증취득과정
혜인즈블라썸플로리스트화훼학원,서울 강남구,"플로리스트기초 양성과정A(꽃다발,꽃바구니,꽃꽂이상품,센터피스)"
혜인즈블라썸플로리스트화훼학원,서울 강남구,국가기술자격증 화훼장식기능사 양성과정B(특강반)
혜인즈블라썸플로리스트화훼학원,서울 강남구,국가기술자격증 화훼장식기능사 향상과정A(실기)
혜인즈블라썸플로리스트화훼학원,서울 강남구,"꽃바구니,센터피스 입문 향상과정B"
혜인즈블라썸플로리스트화훼학원,서울 강남구,핸드타이드 입문 향상과정B(꽃다발 포장)
혜인즈블라썸플로리스트화훼학원,서울 강남구,핸드타이드 마스터 향상과정B
혜인즈블라썸플로리스트화훼학원,서울 강남구,프렌치 스타일링 향상과정A
혜인즈블라썸플로리스트화훼학원,서울 강남구,"플로리스트기초 상품제작 양성과정B(꽃다발,꽃바구니,꽃꽂이상품,센터피스)"
혜인즈블라썸플로리스트화훼학원,서울 강남구,국가기술자격증 화훼장식기능사 실기 양성과정A
혜인즈블라썸플로리스트화훼학원,서울 강남구,"가공화 상품 실무 향상과정(프리저브드,압화,건조화,인조화)"
혜인즈블라썸플로리스트화훼학원,서울 강남구,프렌치 스타일링 향상과정B
혜인즈블라썸플로리스트화훼학원,서울 강남구,플로리스트 & 화훼장식기능사 국가기술자격증 실기 양성과정A
혜인즈블라썸플로리스트화훼학원,서울 강남구,국가기술자격증 화훼장식기능사 향상과정A
혜인즈블라썸플로리스트화훼학원,서울 강남구,프렌치 & 가든플라워 양성과정B
혜인즈블라썸플로리스트화훼학원,서울 강남구,"플라워샵 상품제작 양성과정A(꽃다발,꽃바구니,플렌테리어)"
